CTRL.000.003:SPIDATAOUT.0 GPIO.022.000.1:BUFFER_IN
DQS16.050.061.15 GPIO.048.061.3
DQS16.057.000.15 GPIO.055.000.3
DQS16.057.061.15 GPIO.055.061.3
DQS16.064.000.15 GPIO.062.000.3
DQS16.064.061.15 GPIO.062.061.3
DQS16.068.010.15 GPIO.068.013.3
DQS16.068.014.15 GPIO.068.019.3
DQS16.068.022.15 GPIO.068.027.3
DQS16.068.032.15 GPIO.068.037.3
DQS16.068.040.15 GPIO.068.045.3
DQS16.068.047.15 GPIO.068.052.3
DQS16.004.000.1 GPIO.007.000.1
DQS16.012.000.1 GPIO.015.000.1
DQS16.012.061.1 GPIO.015.061.1
DQS16.019.000.1 GPIO.021.000.1
DQS16.019.061.1 GPIO.021.061.1
DQS16.034.000.1 GPIO.038.000.1
DQS16.034.061.1 GPIO.038.061.1
DQS16.042.000.1 GPIO.046.000.1
DQS16.042.061.1 GPIO.046.061.1
DQS16.050.000.1 GPIO.053.000.1
DQS16.050.061.1 GPIO.053.061.1
DQS16.057.000.1 GPIO.061.000.1
DQS16.057.061.1 GPIO.061.061.1
DQS16.064.000.1 GPIO.066.000.1
DQS16.064.061.1 GPIO.066.061.1
DQS16.068.010.1 GPIO.068.010.1
DQS16.068.014.1 GPIO.068.014.1
DQS16.068.022.1 GPIO.068.022.1
DQS16.068.032.1 GPIO.068.032.1
DQS16.068.040.1 GPIO.068.040.1
DQS16.068.047.1 GPIO.068.047.1
DQS16.004.000.2 GPIO.007.000.2
DQS16.012.000.2 GPIO.015.000.2
DQS16.012.061.2 GPIO.015.061.2
DQS16.019.000.2 GPIO.021.000.2
DQS16.019.061.2 GPIO.021.061.2
DQS16.034.000.2 GPIO.038.000.2
DQS16.034.061.2 GPIO.038.061.2
DQS16.042.000.2 GPIO.046.000.2
DQS16.042.061.2 GPIO.046.061.2
DQS16.050.000.2 GPIO.053.000.2
DQS16.050.061.2 GPIO.053.061.2
DQS16.057.000.2 GPIO.061.000.2
DQS16.057.061.2 GPIO.061.061.2
DQS16.064.000.2 GPIO.066.000.2
DQS16.064.061.2 GPIO.066.061.2
DQS16.068.010.2 GPIO.068.010.2
DQS16.068.014.2 GPIO.068.014.2
DQS16.068.022.2 GPIO.068.022.2
DQS16.068.032.2 GPIO.068.032.2
DQS16.068.040.2 GPIO.068.040.2
DQS16.068.047.2 GPIO.068.047.2
DQS16.004.000.3 GPIO.007.000.3
DQS16.012.000.3 GPIO.015.000.3
DQS16.012.061.3 GPIO.015.061.3
DQS16.019.000.3 GPIO.021.000.3
DQS16.019.061.3 GPIO.021.061.3
DQS16.034.000.3 GPIO.038.000.3
DQS16.034.061.3 GPIO.038.061.3
DQS16.042.000.3 GPIO.046.000.3
DQS16.042.061.3 GPIO.046.061.3
DQS16.050.000.3 GPIO.053.000.3
DQS16.050.061.3 GPIO.053.061.3
DQS16.057.000.3 GPIO.061.000.3
DQS16.057.061.3 GPIO.061.061.3
DQS16.064.000.3 GPIO.066.000.3
DQS16.064.061.3 GPIO.066.061.3
DQS16.068.010.3 GPIO.068.010.3
DQS16.068.014.3 GPIO.068.014.3
DQS16.068.022.3 GPIO.068.022.3
DQS16.068.032.3 GPIO.068.032.3
DQS16.068.040.3 GPIO.068.040.3
DQS16.068.047.3 GPIO.068.047.3
DQS16.004.000.4 GPIO.006.000.0
DQS16.012.000.4 GPIO.014.000.0
DQS16.012.061.4 GPIO.014.061.0
DQS16.019.000.4 GPIO.019.000.0
DQS16.019.061.4 GPIO.019.061.0
DQS16.034.000.4 GPIO.036.000.0
DQS16.034.061.4 GPIO.036.061.0
DQS16.042.000.4 GPIO.044.000.0
DQS16.042.061.4 GPIO.044.061.0
DQS16.050.000.4 GPIO.051.000.0
DQS16.050.061.4 GPIO.051.061.0
DQS16.057.000.4 GPIO.059.000.0
DQS16.057.061.4 GPIO.059.061.0
DQS16.064.000.4 GPIO.065.000.0
DQS16.064.061.4 GPIO.065.061.0
DQS16.068.010.4 GPIO.068.011.0
DQS16.068.014.4 GPIO.068.016.0
DQS16.068.022.4 GPIO.068.024.0
DQS16.068.032.4 GPIO.068.033.0
DQS16.068.040.4 GPIO.068.041.0
DQS16.068.047.4 GPIO.068.049.0
DQS16.004.000.5 GPIO.006.000.1
DQS16.012.000.5 GPIO.014.000.1
DQS16.012.061.5 GPIO.014.061.1
DQS16.019.000.5 GPIO.019.000.1
DQS16.019.061.5 GPIO.019.061.1
DQS16.034.000.5 GPIO.036.000.1
DQS16.034.061.5 GPIO.036.061.1
DQS16.042.000.5 GPIO.044.000.1
DQS16.042.061.5 GPIO.044.061.1
DQS16.050.000.5 GPIO.051.000.1
DQS16.050.061.5 GPIO.051.061.1
DQS16.057.000.5 GPIO.059.000.1
DQS16.057.061.5 GPIO.059.061.1
DQS16.064.000.5 GPIO.065.000.1
DQS16.064.061.5 GPIO.065.061.1
DQS16.068.010.5 GPIO.068.011.1
DQS16.068.014.5 GPIO.068.016.1
DQS16.068.022.5 GPIO.068.024.1
DQS16.068.032.5 GPIO.068.033.1
DQS16.068.040.5 GPIO.068.041.1
DQS16.068.047.5 GPIO.068.049.1
DQS16.004.000.6 GPIO.006.000.2
DQS16.012.000.6 GPIO.014.000.2
DQS16.012.061.6 GPIO.014.061.2
DQS16.019.000.6 GPIO.019.000.2
DQS16.019.061.6 GPIO.019.061.2
DQS16.034.000.6 GPIO.036.000.2
DQS16.034.061.6 GPIO.036.061.2
DQS16.042.000.6 GPIO.044.000.2
DQS16.042.061.6 GPIO.044.061.2
DQS16.050.000.6 GPIO.051.000.2
DQS16.050.061.6 GPIO.051.061.2
DQS16.057.000.6 GPIO.059.000.2
DQS16.057.061.6 GPIO.059.061.2
DQS16.064.000.6 GPIO.065.000.2
DQS16.064.061.6 GPIO.065.061.2
DQS16.068.010.6 GPIO.068.011.2
DQS16.068.014.6 GPIO.068.016.2
DQS16.068.022.6 GPIO.068.024.2
DQS16.068.032.6 GPIO.068.033.2
DQS16.068.040.6 GPIO.068.041.2
DQS16.068.047.6 GPIO.068.049.2
DQS16.004.000.7 GPIO.006.000.3
DQS16.012.000.7 GPIO.014.000.3
DQS16.012.061.7 GPIO.014.061.3
DQS16.019.000.7 GPIO.019.000.3
DQS16.019.061.7 GPIO.019.061.3
DQS16.034.000.7 GPIO.036.000.3
DQS16.034.061.7 GPIO.036.061.3
DQS16.042.000.7 GPIO.044.000.3
DQS16.042.061.7 GPIO.044.061.3
DQS16.050.000.7 GPIO.051.000.3
DQS16.050.061.7 GPIO.051.061.3
DQS16.057.000.7 GPIO.059.000.3
DQS16.057.061.7 GPIO.059.061.3
DQS16.064.000.7 GPIO.065.000.3
DQS16.064.061.7 GPIO.065.061.3
DQS16.068.010.7 GPIO.068.011.3
DQS16.068.014.7 GPIO.068.016.3
DQS16.068.022.7 GPIO.068.024.3
DQS16.068.032.7 GPIO.068.033.3
DQS16.068.040.7 GPIO.068.041.3
DQS16.068.047.7 GPIO.068.049.3
DQS16.004.000.8 GPIO.004.000.0
DQS16.012.000.8 GPIO.012.000.0
DQS16.012.061.8 GPIO.012.061.0
DQS16.019.000.8 GPIO.018.000.0
DQS16.019.061.8 GPIO.018.061.0
DQS16.034.000.8 GPIO.034.000.0
DQS16.034.061.8 GPIO.034.061.0
DQS16.042.000.8 GPIO.042.000.0
DQS16.042.061.8 GPIO.042.061.0
DQS16.050.000.8 GPIO.050.000.0
DQS16.050.061.8 GPIO.050.061.0
DQS16.057.000.8 GPIO.057.000.0
DQS16.057.061.8 GPIO.057.061.0
DQS16.064.000.8 GPIO.064.000.0
DQS16.064.061.8 GPIO.064.061.0
DQS16.068.010.8 GPIO.068.012.0
DQS16.068.014.8 GPIO.068.017.0
DQS16.068.022.8 GPIO.068.026.0
DQS16.068.032.8 GPIO.068.035.0
DQS16.068.040.8 GPIO.068.043.0
DQS16.068.047.8 GPIO.068.051.0
DQS16.004.000.9 GPIO.004.000.1
DQS16.012.000.9 GPIO.012.000.1
DQS16.012.061.9 GPIO.012.061.1
DQS16.019.000.9 GPIO.018.000.1
DQS16.019.061.9 GPIO.018.061.1
DQS16.034.000.9 GPIO.034.000.1
DQS16.034.061.9 GPIO.034.061.1
DQS16.042.000.9 GPIO.042.000.1
DQS16.042.061.9 GPIO.042.061.1
DQS16.050.000.9 GPIO.050.000.1
DQS16.050.061.9 GPIO.050.061.1
DQS16.057.000.9 GPIO.057.000.1
DQS16.057.061.9 GPIO.057.061.1
DQS16.064.000.9 GPIO.064.000.1
DQS16.064.061.9 GPIO.064.061.1
DQS16.068.010.9 GPIO.068.012.1
DQS16.068.014.9 GPIO.068.017.1
DQS16.068.022.9 GPIO.068.026.1
DQS16.068.032.9 GPIO.068.035.1
DQS16.068.040.9 GPIO.068.043.1
DQS16.068.047.9 GPIO.068.051.1
DQS16.034.000:RDATA_VALID HMC.023.000:DDIOPHYDQSLOGICRDATAVALID.0
DQS16.034.061:RDATA_VALID HMC.022.061:DDIOPHYDQSLOGICRDATAVALID.0
DQS16.042.000:RDATA_VALID HMC.023.000:DDIOPHYDQSLOGICRDATAVALID.1
DQS16.042.061:RDATA_VALID HMC.022.061:DDIOPHYDQSLOGICRDATAVALID.1
DQS16.050.000:RDATA_VALID HMC.023.000:DDIOPHYDQSLOGICRDATAVALID.2
DQS16.050.061:RDATA_VALID HMC.022.061:DDIOPHYDQSLOGICRDATAVALID.2
DQS16.057.000:RDATA_VALID HMC.023.000:DDIOPHYDQSLOGICRDATAVALID.3
DQS16.057.061:RDATA_VALID HMC.022.061:DDIOPHYDQSLOGICRDATAVALID.3
DQS16.064.000:RDATA_VALID HMC.023.000:DDIOPHYDQSLOGICRDATAVALID.4
DQS16.064.061:RDATA_VALID HMC.022.061:DDIOPHYDQSLOGICRDATAVALID.4
FPLL.000.013:DPACLK0_I.0 HSSI.000.011.0:PMA_FFPLL_CLK
FPLL.000.013:DPACLK0_I.4 HSSI.000.011.0:PMA_FFPLL_CLKB
FPLL.000.029:DPACLK0_I.0 HSSI.000.011.1:PMA_FFPLL_CLK
FPLL.000.029:DPACLK0_I.4 HSSI.000.011.1:PMA_FFPLL_CLKB
FPLL.000.000:EXTCLK.0 GPIO.019.000.2:PLLDIN
FPLL.000.000:EXTCLK.1 GPIO.019.000.3:PLLDIN
FPLL.000.053:EXTCLK.0 GPIO.019.061.2:PLLDIN
FPLL.000.053:EXTCLK.1 GPIO.019.061.3:PLLDIN
FPLL.068.000:EXTCLK.0 GPIO.068.024.2:PLLDIN
FPLL.068.000:EXTCLK.1 GPIO.068.024.3:PLLDIN
FPLL.068.053:EXTCLK.0 GPIO.068.033.2:PLLDIN
FPLL.068.053:EXTCLK.1 GPIO.068.033.3:PLLDIN
FPLL.000.000:FBLVDS_OUT0 CBUF.003.000:FBCLKOUT
FPLL.000.053:FBLVDS_OUT0 CBUF.003.061:FBCLKOUT
FPLL.068.000:FBLVDS_OUT0 CBUF.063.000:FBCLKOUT
FPLL.068.000:FBLVDS_OUT0 CBUF.068.004:FBCLKOUT
FPLL.068.053:FBLVDS_OUT0 CBUF.063.061:FBCLKOUT
FPLL.068.053:FBLVDS_OUT0 CBUF.068.054:FBCLKOUT
FPLL.000.013:FPLL0_REF_IQCLK HSSI.000.011.0:PMA_FFPLL_REF_IQCLK
FPLL.000.029:FPLL0_REF_IQCLK HSSI.000.011.1:PMA_FFPLL_REF_IQCLK
FPLL.000.000:LOADEN0.0 CBUF.003.000:LVDS_LOADEN0.0
FPLL.000.000:LOADEN0.1 CBUF.003.000:LVDS_LOADEN0.1
FPLL.000.053:LOADEN0.0 CBUF.003.061:LVDS_LOADEN0.0
FPLL.000.053:LOADEN0.1 CBUF.003.061:LVDS_LOADEN0.1
FPLL.068.000:LOADEN0.0 CBUF.063.000:LVDS_LOADEN0.0
FPLL.068.000:LOADEN0.0 CBUF.068.004:LVDS_LOADEN0.0
FPLL.068.000:LOADEN0.1 CBUF.063.000:LVDS_LOADEN0.1
FPLL.068.000:LOADEN0.1 CBUF.068.004:LVDS_LOADEN0.1
FPLL.068.053:LOADEN0.0 CBUF.063.061:LVDS_LOADEN0.0
FPLL.068.053:LOADEN0.0 CBUF.068.054:LVDS_LOADEN0.0
FPLL.068.053:LOADEN0.1 CBUF.063.061:LVDS_LOADEN0.1
FPLL.068.053:LOADEN0.1 CBUF.068.054:LVDS_LOADEN0.1
FPLL.000.000:LVDS_CLK0.0 CBUF.003.000:LVDS_CLK0.0
FPLL.000.000:LVDS_CLK0.1 CBUF.003.000:LVDS_CLK0.1
FPLL.000.053:LVDS_CLK0.0 CBUF.003.061:LVDS_CLK0.0
FPLL.000.053:LVDS_CLK0.1 CBUF.003.061:LVDS_CLK0.1
FPLL.068.000:LVDS_CLK0.0 CBUF.063.000:LVDS_CLK0.0
FPLL.068.000:LVDS_CLK0.0 CBUF.068.004:LVDS_CLK0.0
FPLL.068.000:LVDS_CLK0.1 CBUF.063.000:LVDS_CLK0.1
FPLL.068.000:LVDS_CLK0.1 CBUF.068.004:LVDS_CLK0.1
FPLL.068.053:LVDS_CLK0.0 CBUF.063.061:LVDS_CLK0.0
FPLL.068.053:LVDS_CLK0.0 CBUF.068.054:LVDS_CLK0.0
FPLL.068.053:LVDS_CLK0.1 CBUF.063.061:LVDS_CLK0.1
FPLL.068.053:LVDS_CLK0.1 CBUF.068.054:LVDS_CLK0.1
FPLL.000.000:PLLCOUT.0 CMUXCR.000.002:PLLIN.14
FPLL.000.000:PLLCOUT.0 CMUXCR.000.002:PLLIN.17
FPLL.000.000:PLLCOUT.0 CMUXHR.000.008:PLLIN.7
FPLL.000.000:PLLCOUT.0 CMUXHG.000.008:PLLIN.4
FPLL.000.000:PLLCOUT.0 CMUXVR.028.000:PLLIN.8
FPLL.000.000:PLLCOUT.1 CMUXCR.000.002:PLLIN.7
FPLL.000.000:PLLCOUT.1 CMUXCR.000.002:PLLIN.15
FPLL.000.000:PLLCOUT.1 CMUXHR.000.008:PLLIN.8
FPLL.000.000:PLLCOUT.1 CMUXHG.000.008:PLLIN.5
FPLL.000.000:PLLCOUT.1 CMUXVR.028.000:PLLIN.7
FPLL.000.000:PLLCOUT.2 CMUXCR.000.002:PLLIN.6
FPLL.000.000:PLLCOUT.2 CMUXCR.000.002:PLLIN.12
FPLL.000.000:PLLCOUT.2 CMUXHR.000.008:PLLIN.9
FPLL.000.000:PLLCOUT.2 CMUXHG.000.008:PLLIN.6
FPLL.000.000:PLLCOUT.2 CMUXVR.028.000:PLLIN.6
FPLL.000.000:PLLCOUT.3 CMUXCR.000.002:PLLIN.5
FPLL.000.000:PLLCOUT.3 CMUXCR.000.002:PLLIN.13
FPLL.000.000:PLLCOUT.3 CMUXHR.000.008:PLLIN.10
FPLL.000.000:PLLCOUT.3 CMUXHG.000.008:PLLIN.7
FPLL.000.000:PLLCOUT.3 CMUXVR.028.000:PLLIN.5
FPLL.000.000:PLLCOUT.4 CMUXCR.000.002:PLLIN.4
FPLL.000.000:PLLCOUT.4 CMUXCR.000.002:PLLIN.10
FPLL.000.000:PLLCOUT.4 CMUXHR.000.008:PLLIN.11
FPLL.000.000:PLLCOUT.4 CMUXVR.028.000:PLLIN.4
FPLL.000.000:PLLCOUT.5 CMUXCR.000.002:PLLIN.3
FPLL.000.000:PLLCOUT.5 CMUXCR.000.002:PLLIN.11
FPLL.000.000:PLLCOUT.5 CMUXHR.000.008:PLLIN.12
FPLL.000.000:PLLCOUT.5 CMUXVR.028.000:PLLIN.3
FPLL.000.000:PLLCOUT.5 CMUXVG.028.000:PLLIN.3
FPLL.000.000:PLLCOUT.6 CMUXCR.000.002:PLLIN.2
FPLL.000.000:PLLCOUT.6 CMUXCR.000.002:PLLIN.8
FPLL.000.000:PLLCOUT.6 CMUXHR.000.008:PLLIN.13
FPLL.000.000:PLLCOUT.6 CMUXVR.028.000:PLLIN.2
FPLL.000.000:PLLCOUT.6 CMUXVG.028.000:PLLIN.2
FPLL.000.000:PLLCOUT.7 CMUXCR.000.002:PLLIN.1
FPLL.000.000:PLLCOUT.7 CMUXCR.000.002:PLLIN.9
FPLL.000.000:PLLCOUT.7 CMUXVR.028.000:PLLIN.1
FPLL.000.000:PLLCOUT.7 CMUXVG.028.000:PLLIN.1
FPLL.000.000:PLLCOUT.8 CMUXCR.000.002:PLLIN.0
FPLL.000.000:PLLCOUT.8 CMUXCR.000.002:PLLIN.16
FPLL.000.000:PLLCOUT.8 CMUXVR.028.000:PLLIN.0
FPLL.000.000:PLLCOUT.8 CMUXVG.028.000:PLLIN.0
FPLL.000.013:PLLCOUT.4 CMUXHR.000.008:PLLIN.4
FPLL.000.013:PLLCOUT.5 CMUXHR.000.008:PLLIN.3
FPLL.000.013:PLLCOUT.5 CMUXHG.000.008:PLLIN.3
FPLL.000.013:PLLCOUT.6 CMUXHR.000.008:PLLIN.2
FPLL.000.013:PLLCOUT.6 CMUXHG.000.008:PLLIN.2
FPLL.000.013:PLLCOUT.7 CMUXHR.000.008:PLLIN.1
FPLL.000.013:PLLCOUT.7 CMUXHG.000.008:PLLIN.1
FPLL.000.013:PLLCOUT.8 CMUXHR.000.008:PLLIN.0
FPLL.000.013:PLLCOUT.8 CMUXHG.000.008:PLLIN.0
FPLL.000.029:PLLCOUT.4 CMUXHR.000.008:PLLIN.24
FPLL.000.029:PLLCOUT.4 CMUXCR.005.061:PLLIN.4
FPLL.000.029:PLLCOUT.4 CMUXCR.005.061:PLLIN.12
FPLL.000.029:PLLCOUT.4 CMUXVR.028.061:PLLIN.18
FPLL.000.029:PLLCOUT.5 CMUXHR.000.008:PLLIN.23
FPLL.000.029:PLLCOUT.5 CMUXHG.000.008:PLLIN.15
FPLL.000.029:PLLCOUT.5 CMUXCR.005.061:PLLIN.5
FPLL.000.029:PLLCOUT.5 CMUXCR.005.061:PLLIN.13
FPLL.000.029:PLLCOUT.5 CMUXVR.028.061:PLLIN.19
FPLL.000.029:PLLCOUT.5 CMUXVG.028.061:PLLIN.8
FPLL.000.029:PLLCOUT.6 CMUXHR.000.008:PLLIN.22
FPLL.000.029:PLLCOUT.6 CMUXHG.000.008:PLLIN.14
FPLL.000.029:PLLCOUT.6 CMUXCR.005.061:PLLIN.6
FPLL.000.029:PLLCOUT.6 CMUXVR.028.061:PLLIN.20
FPLL.000.029:PLLCOUT.6 CMUXVR.028.061:PLLIN.22
FPLL.000.029:PLLCOUT.6 CMUXVG.028.061:PLLIN.9
FPLL.000.029:PLLCOUT.7 CMUXHR.000.008:PLLIN.21
FPLL.000.029:PLLCOUT.7 CMUXHG.000.008:PLLIN.13
FPLL.000.029:PLLCOUT.7 CMUXCR.005.061:PLLIN.7
FPLL.000.029:PLLCOUT.7 CMUXCR.005.061:PLLIN.15
FPLL.000.029:PLLCOUT.7 CMUXVR.028.061:PLLIN.21
FPLL.000.029:PLLCOUT.7 CMUXVR.028.061:PLLIN.23
FPLL.000.029:PLLCOUT.7 CMUXVG.028.061:PLLIN.10
FPLL.000.029:PLLCOUT.8 CMUXHR.000.008:PLLIN.20
FPLL.000.029:PLLCOUT.8 CMUXHR.000.008:PLLIN.25
FPLL.000.029:PLLCOUT.8 CMUXHG.000.008:PLLIN.12
FPLL.000.029:PLLCOUT.8 CMUXCR.005.061:PLLIN.14
FPLL.000.029:PLLCOUT.8 CMUXVR.028.061:PLLIN.24
FPLL.000.029:PLLCOUT.8 CMUXVG.028.061:PLLIN.11
FPLL.000.053:PLLCOUT.0 CMUXCR.005.061:PLLIN.2
FPLL.000.053:PLLCOUT.0 CMUXCR.005.061:PLLIN.8
FPLL.000.053:PLLCOUT.0 CMUXVR.028.061:PLLIN.5
FPLL.000.053:PLLCOUT.1 CMUXCR.005.061:PLLIN.11
FPLL.000.053:PLLCOUT.1 CMUXVR.028.061:PLLIN.6
FPLL.000.053:PLLCOUT.2 CMUXCR.005.061:PLLIN.0
FPLL.000.053:PLLCOUT.2 CMUXVR.028.061:PLLIN.7
FPLL.000.053:PLLCOUT.3 CMUXCR.005.061:PLLIN.9
FPLL.000.053:PLLCOUT.3 CMUXVR.028.061:PLLIN.8
FPLL.000.053:PLLCOUT.4 CMUXCR.005.061:PLLIN.3
FPLL.000.053:PLLCOUT.4 CMUXHG.000.008:PLLIN.16
FPLL.000.053:PLLCOUT.4 CMUXHG.000.008:PLLIN.19
FPLL.000.053:PLLCOUT.4 CMUXVR.028.061:PLLIN.4
FPLL.000.053:PLLCOUT.5 CMUXCR.005.061:PLLIN.10
FPLL.000.053:PLLCOUT.5 CMUXVR.028.061:PLLIN.0
FPLL.000.053:PLLCOUT.5 CMUXVG.028.061:PLLIN.0
FPLL.000.053:PLLCOUT.6 CMUXCR.005.061:PLLIN.1
FPLL.000.053:PLLCOUT.6 CMUXVR.028.061:PLLIN.1
FPLL.000.053:PLLCOUT.6 CMUXVG.028.061:PLLIN.1
FPLL.000.053:PLLCOUT.7 CMUXCR.005.061:PLLIN.16
FPLL.000.053:PLLCOUT.7 CMUXVR.028.061:PLLIN.2
FPLL.000.053:PLLCOUT.7 CMUXVG.028.061:PLLIN.2
FPLL.000.053:PLLCOUT.8 CMUXCR.005.061:PLLIN.17
FPLL.000.053:PLLCOUT.8 CMUXVR.028.061:PLLIN.3
FPLL.000.053:PLLCOUT.8 CMUXVG.028.061:PLLIN.3
FPLL.068.000:PLLCOUT.0 CMUXCR.068.002:PLLIN.14
FPLL.068.000:PLLCOUT.0 CMUXCR.068.002:PLLIN.17
FPLL.068.000:PLLCOUT.0 CMUXHR.068.008:PLLIN.7
FPLL.068.000:PLLCOUT.0 CMUXHG.068.008:PLLIN.4
FPLL.068.000:PLLCOUT.0 CMUXVR.028.000:PLLIN.17
FPLL.068.000:PLLCOUT.1 CMUXCR.068.002:PLLIN.7
FPLL.068.000:PLLCOUT.1 CMUXCR.068.002:PLLIN.15
FPLL.068.000:PLLCOUT.1 CMUXHR.068.008:PLLIN.8
FPLL.068.000:PLLCOUT.1 CMUXHG.068.008:PLLIN.5
FPLL.068.000:PLLCOUT.1 CMUXVR.028.000:PLLIN.16
FPLL.068.000:PLLCOUT.2 CMUXCR.068.002:PLLIN.6
FPLL.068.000:PLLCOUT.2 CMUXCR.068.002:PLLIN.12
FPLL.068.000:PLLCOUT.2 CMUXHR.068.008:PLLIN.9
FPLL.068.000:PLLCOUT.2 CMUXHG.068.008:PLLIN.6
FPLL.068.000:PLLCOUT.2 CMUXVR.028.000:PLLIN.15
FPLL.068.000:PLLCOUT.3 CMUXCR.068.002:PLLIN.5
FPLL.068.000:PLLCOUT.3 CMUXCR.068.002:PLLIN.13
FPLL.068.000:PLLCOUT.3 CMUXHR.068.008:PLLIN.10
FPLL.068.000:PLLCOUT.3 CMUXHG.068.008:PLLIN.7
FPLL.068.000:PLLCOUT.3 CMUXVR.028.000:PLLIN.14
FPLL.068.000:PLLCOUT.4 CMUXCR.068.002:PLLIN.4
FPLL.068.000:PLLCOUT.4 CMUXCR.068.002:PLLIN.10
FPLL.068.000:PLLCOUT.4 CMUXHR.068.008:PLLIN.11
FPLL.068.000:PLLCOUT.4 CMUXVR.028.000:PLLIN.13
FPLL.068.000:PLLCOUT.5 CMUXCR.068.002:PLLIN.3
FPLL.068.000:PLLCOUT.5 CMUXCR.068.002:PLLIN.11
FPLL.068.000:PLLCOUT.5 CMUXHR.068.008:PLLIN.12
FPLL.068.000:PLLCOUT.5 CMUXVR.028.000:PLLIN.12
FPLL.068.000:PLLCOUT.5 CMUXVG.028.000:PLLIN.7
FPLL.068.000:PLLCOUT.6 CMUXCR.068.002:PLLIN.2
FPLL.068.000:PLLCOUT.6 CMUXCR.068.002:PLLIN.8
FPLL.068.000:PLLCOUT.6 CMUXHR.068.008:PLLIN.13
FPLL.068.000:PLLCOUT.6 CMUXVR.028.000:PLLIN.11
FPLL.068.000:PLLCOUT.6 CMUXVG.028.000:PLLIN.6
FPLL.068.000:PLLCOUT.7 CMUXCR.068.002:PLLIN.1
FPLL.068.000:PLLCOUT.7 CMUXCR.068.002:PLLIN.9
FPLL.068.000:PLLCOUT.7 CMUXVR.028.000:PLLIN.10
FPLL.068.000:PLLCOUT.7 CMUXVG.028.000:PLLIN.5
FPLL.068.000:PLLCOUT.8 CMUXCR.068.002:PLLIN.0
FPLL.068.000:PLLCOUT.8 CMUXCR.068.002:PLLIN.16
FPLL.068.000:PLLCOUT.8 CMUXVR.028.000:PLLIN.9
FPLL.068.000:PLLCOUT.8 CMUXVG.028.000:PLLIN.4
FPLL.068.053:PLLCOUT.0 CMUXCR.068.059:PLLIN.14
FPLL.068.053:PLLCOUT.0 CMUXCR.068.059:PLLIN.17
FPLL.068.053:PLLCOUT.0 CMUXVR.028.061:PLLIN.17
FPLL.068.053:PLLCOUT.0 CMUXHR.068.008:PLLIN.0
FPLL.068.053:PLLCOUT.0 CMUXHG.068.008:PLLIN.0
FPLL.068.053:PLLCOUT.1 CMUXCR.068.059:PLLIN.7
FPLL.068.053:PLLCOUT.1 CMUXCR.068.059:PLLIN.15
FPLL.068.053:PLLCOUT.1 CMUXVR.028.061:PLLIN.16
FPLL.068.053:PLLCOUT.1 CMUXHR.068.008:PLLIN.1
FPLL.068.053:PLLCOUT.1 CMUXHG.068.008:PLLIN.1
FPLL.068.053:PLLCOUT.2 CMUXCR.068.059:PLLIN.6
FPLL.068.053:PLLCOUT.2 CMUXCR.068.059:PLLIN.12
FPLL.068.053:PLLCOUT.2 CMUXVR.028.061:PLLIN.15
FPLL.068.053:PLLCOUT.2 CMUXHR.068.008:PLLIN.2
FPLL.068.053:PLLCOUT.2 CMUXHG.068.008:PLLIN.2
FPLL.068.053:PLLCOUT.3 CMUXCR.068.059:PLLIN.5
FPLL.068.053:PLLCOUT.3 CMUXCR.068.059:PLLIN.13
FPLL.068.053:PLLCOUT.3 CMUXVR.028.061:PLLIN.14
FPLL.068.053:PLLCOUT.3 CMUXHR.068.008:PLLIN.3
FPLL.068.053:PLLCOUT.3 CMUXHG.068.008:PLLIN.3
FPLL.068.053:PLLCOUT.4 CMUXCR.068.059:PLLIN.4
FPLL.068.053:PLLCOUT.4 CMUXCR.068.059:PLLIN.10
FPLL.068.053:PLLCOUT.4 CMUXVR.028.061:PLLIN.13
FPLL.068.053:PLLCOUT.4 CMUXHR.068.008:PLLIN.4
FPLL.068.053:PLLCOUT.5 CMUXCR.068.059:PLLIN.3
FPLL.068.053:PLLCOUT.5 CMUXCR.068.059:PLLIN.11
FPLL.068.053:PLLCOUT.5 CMUXVR.028.061:PLLIN.12
FPLL.068.053:PLLCOUT.5 CMUXVG.028.061:PLLIN.7
FPLL.068.053:PLLCOUT.5 CMUXHR.068.008:PLLIN.5
FPLL.068.053:PLLCOUT.6 CMUXCR.068.059:PLLIN.2
FPLL.068.053:PLLCOUT.6 CMUXCR.068.059:PLLIN.8
FPLL.068.053:PLLCOUT.6 CMUXVR.028.061:PLLIN.11
FPLL.068.053:PLLCOUT.6 CMUXVG.028.061:PLLIN.6
FPLL.068.053:PLLCOUT.6 CMUXHR.068.008:PLLIN.6
FPLL.068.053:PLLCOUT.7 CMUXCR.068.059:PLLIN.1
FPLL.068.053:PLLCOUT.7 CMUXCR.068.059:PLLIN.9
FPLL.068.053:PLLCOUT.7 CMUXVR.028.061:PLLIN.10
FPLL.068.053:PLLCOUT.7 CMUXVG.028.061:PLLIN.5
FPLL.068.053:PLLCOUT.8 CMUXCR.068.059:PLLIN.0
FPLL.068.053:PLLCOUT.8 CMUXCR.068.059:PLLIN.16
FPLL.068.053:PLLCOUT.8 CMUXVR.028.061:PLLIN.9
FPLL.068.053:PLLCOUT.8 CMUXVG.028.061:PLLIN.4
FPLL.000.000:PLLDOUT0 DLL.008.000:CLOCK
FPLL.000.053:PLLDOUT0 DLL.000.059:CLOCK
